SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.571, 3.985]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.571, 3.985]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(3.606, 4.46]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.571, 3.985]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(3.606, 4.46]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.985, 4.4]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.985, 4.4]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(5.314, 6.169]","(3.571, 3.985]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.571, 3.985]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.571, 3.985]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.571, 3.985]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(4.46, 5.314]","(3.571, 3.985]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.156, 3.571]","(0.991, 2.262]","(0.366, 0.721]",Iris-setosa,False
"(4.46, 5.314]","(3.985, 4.4]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.985, 4.4]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(5.314, 6.169]","(3.156, 3.571]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
"(4.46, 5.314]","(2.741, 3.156]","(0.991, 2.262]","(0.00751, 0.366]",Iris-setosa,False
