SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.59, 2.952]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(4.038, 4.4]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.493, 0.885]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(4.038, 4.4]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(4.038, 4.4]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(5.329, 5.843]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.228, 2.59]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.314, 3.676]","(0.994, 1.843]","(0.493, 0.885]",Iris-setosa,False
"(4.814, 5.329]","(3.676, 4.038]","(1.843, 2.686]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.296, 4.814]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(3.676, 4.038]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(4.814, 5.329]","(2.952, 3.314]","(0.994, 1.843]","(0.0973, 0.493]",Iris-setosa,False
"(6.871, 7.386]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(6.871, 7.386]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.228, 2.59]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(4.814, 5.329]","(2.228, 2.59]","(2.686, 3.529]","(0.885, 1.278]",Iris-versicolor,False
"(6.357, 6.871]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(4.814, 5.329]","(2.59, 2.952]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(4.814, 5.329]","(1.864, 2.228]","(2.686, 3.529]","(0.885, 1.278]",Iris-versicolor,False
"(5.843, 6.357]","(2.952, 3.314]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(1.864, 2.228]","(3.529, 4.371]","(0.885, 1.278]",Iris-versicolor,False
"(5.843, 6.357]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(3.529, 4.371]","(0.885, 1.278]",Iris-versicolor,False
"(5.843, 6.357]","(1.864, 2.228]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(2.952, 3.314]","(4.371, 5.214]","(1.67, 2.063]",Iris-versicolor,False
"(5.843, 6.357]","(2.59, 2.952]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(2.228, 2.59]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(2.59, 2.952]","(4.371, 5.214]","(0.885, 1.278]",Iris-versicolor,False
"(6.357, 6.871]","(2.59, 2.952]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.952, 3.314]","(4.371, 5.214]","(1.67, 2.063]",Iris-versicolor,False
"(5.843, 6.357]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(2.686, 3.529]","(0.885, 1.278]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(3.529, 4.371]","(0.885, 1.278]",Iris-versicolor,False
"(5.843, 6.357]","(2.59, 2.952]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(3.314, 3.676]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(6.357, 6.871]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.843, 6.357]","(2.228, 2.59]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.952, 3.314]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.228, 2.59]","(3.529, 4.371]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(4.371, 5.214]","(0.885, 1.278]",Iris-versicolor,False
"(5.843, 6.357]","(2.952, 3.314]","(4.371, 5.214]","(1.278, 1.67]",Iris-versicolor,False
"(5.329, 5.843]","(2.59, 2.952]","(3.529, 4.371]","(0.885, 1.278]",Iris-versicolor,False
"(4.814, 5.329]","(2.228, 2.59]","(2.686, 3.529]","(0.885, 1.278]",Iris-versicolor,False
