SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.871, 4.4]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(5.553, 6.499]","(3.871, 4.4]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(5.553, 6.499]","(3.871, 4.4]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.871, 4.4]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(5.553, 6.499]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.871, 4.4]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.871, 4.4]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.284, 2.813]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.541, 1.072]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(1.533, 3.057]","(0.00628, 0.541]",Iris-setosa,False
"(3.659, 4.606]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(3.342, 3.871]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(4.606, 5.553]","(2.813, 3.342]","(-0.000664, 1.533]","(0.00628, 0.541]",Iris-setosa,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(1.755, 2.284]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(1.755, 2.284]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(5.553, 6.499]","(1.755, 2.284]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(3.342, 3.871]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(0.541, 1.072]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(4.606, 5.553]","(2.284, 2.813]","(1.533, 3.057]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.284, 2.813]","(3.057, 4.58]","(1.072, 1.602]",Iris-versicolor,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(7.446, 8.393]","(2.813, 3.342]","(6.104, 7.627]","(1.602, 2.133]",Iris-virginica,False
"(4.606, 5.553]","(2.284, 2.813]","(3.057, 4.58]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(6.104, 7.627]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(3.342, 3.871]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(1.755, 2.284]","(4.58, 6.104]","(1.072, 1.602]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(7.446, 8.393]","(2.284, 2.813]","(6.104, 7.627]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.072, 1.602]",Iris-virginica,False
"(6.499, 7.446]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(7.446, 8.393]","(3.342, 3.871]","(6.104, 7.627]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.072, 1.602]",Iris-virginica,False
"(7.446, 8.393]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(3.342, 3.871]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.284, 2.813]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(6.499, 7.446]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(5.553, 6.499]","(3.342, 3.871]","(4.58, 6.104]","(2.133, 2.664]",Iris-virginica,False
"(5.553, 6.499]","(2.813, 3.342]","(4.58, 6.104]","(1.602, 2.133]",Iris-virginica,False
"(2.706, 3.659]","(3.342, 3.871]","(-0.000664, 1.533]","(0.541, 1.072]",Globální Outlier,True
"(2.706, 3.659]","(3.342, 3.871]","(-0.000664, 1.533]","(3.195, 3.726]",Globální Outlier,True
