SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.945, 6.046]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(1.611, 3.212]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(4.306, 5.059]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(2.8, 3.553]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(1.611, 3.212]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(2.8, 3.553]","(1.611, 3.212]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(3.844, 4.945]","(3.553, 4.306]","(-0.00121, 1.611]","(0.00582, 0.607]",Iris-setosa,False
"(4.945, 6.046]","(2.8, 3.553]","(1.611, 3.212]","(0.00582, 0.607]",Iris-setosa,False
