SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.6, 5.26]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(3.941, 4.6]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(3.941, 4.6]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(3.941, 4.6]","(2.403, 2.902]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(3.941, 4.6]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.901, 4.4]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.901, 4.4]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(3.941, 4.6]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(3.402, 3.901]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(3.901, 4.4]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(5.26, 5.92]","(3.901, 4.4]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
"(4.6, 5.26]","(2.902, 3.402]","(0.994, 1.979]","(0.0972, 0.495]",Iris-setosa,False
