SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(2.471, 3.022]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(1.638, 3.038]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(3.656, 4.561]","(2.471, 3.022]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(2.471, 3.022]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(3.656, 4.561]","(2.471, 3.022]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(5.466, 6.371]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(5.466, 6.371]","(4.123, 4.674]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(1.638, 3.038]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(1.638, 3.038]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(1.638, 3.038]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(2.471, 3.022]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.572, 4.123]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(5.466, 6.371]","(4.123, 4.674]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
"(4.561, 5.466]","(3.022, 3.572]","(0.229, 1.638]","(0.0965, 0.605]",Iris-setosa,False
