SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(3.961, 4.712]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.532, 2.906]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(0.291, 1.241]","(0.00751, 0.366]",Iris-setosa,False
"(5.457, 6.202]","(3.653, 4.026]","(0.291, 1.241]","(0.00751, 0.366]",Iris-setosa,False
"(5.457, 6.202]","(4.026, 4.4]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(5.457, 6.202]","(3.653, 4.026]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(3.961, 4.712]","(3.279, 3.653]","(0.291, 1.241]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(4.026, 4.4]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(5.457, 6.202]","(4.026, 4.4]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(0.291, 1.241]","(0.00751, 0.366]",Iris-setosa,False
"(5.457, 6.202]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.159, 2.532]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.366, 0.721]",Iris-setosa,False
"(4.712, 5.457]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(3.961, 4.712]","(2.906, 3.279]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.653, 4.026]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
"(4.712, 5.457]","(3.279, 3.653]","(1.241, 2.184]","(0.00751, 0.366]",Iris-setosa,False
