SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(5.069, 5.635]","(3.371, 3.714]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(2.686, 3.029]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.029, 3.371]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.029, 3.371]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.371, 3.714]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(5.069, 5.635]","(3.714, 4.057]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.371, 3.714]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.371, 3.714]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(3.933, 4.503]","(2.686, 3.029]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.029, 3.371]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(5.069, 5.635]","(3.371, 3.714]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(3.371, 3.714]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(4.503, 5.069]","(2.686, 3.029]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(3.933, 4.503]","(2.686, 3.029]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(5.635, 6.201]","(3.714, 4.057]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(5.635, 6.201]","(4.057, 4.4]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
"(5.069, 5.635]","(3.714, 4.057]","(0.993, 2.03]","(0.0971, 0.513]",Iris-setosa,False
