SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(3.668, 4.034]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.296, 4.814]","(3.302, 3.668]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.57, 2.936]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(3.668, 4.034]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(3.668, 4.034]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(4.034, 4.4]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(5.329, 5.843]","(3.668, 4.034]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(5.329, 5.843]","(3.668, 4.034]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(3.668, 4.034]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(5.329, 5.843]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.668, 4.034]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.296, 4.814]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.296, 4.814]","(3.302, 3.668]","(1.843, 2.686]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(3.302, 3.668]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(4.034, 4.4]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(4.034, 4.4]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(5.329, 5.843]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.296, 4.814]","(2.204, 2.57]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.302, 3.668]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(3.668, 4.034]","(1.843, 2.686]","(0.293, 0.734]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(0.293, 0.734]",Iris-setosa,False
"(4.814, 5.329]","(3.668, 4.034]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.296, 4.814]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(3.668, 4.034]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(4.814, 5.329]","(2.936, 3.302]","(0.994, 1.843]","(-0.149, 0.293]",Iris-setosa,False
"(6.871, 7.386]","(2.936, 3.302]","(4.371, 5.214]","(1.176, 1.617]",Iris-versicolor,False
"(6.357, 6.871]","(2.936, 3.302]","(4.371, 5.214]","(1.176, 1.617]",Iris-versicolor,False
"(6.871, 7.386]","(2.936, 3.302]","(4.371, 5.214]","(1.176, 1.617]",Iris-versicolor,False
"(5.329, 5.843]","(2.204, 2.57]","(3.529, 4.371]","(1.176, 1.617]",Iris-versicolor,False
