SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(5.572, 6.348]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(5.572, 6.348]","(4.057, 4.4]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(5.572, 6.348]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.443, 0.786]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(4.057, 4.4]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(4.057, 4.4]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(1.998, 2.343]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.443, 0.786]",Iris-setosa,False
"(4.796, 5.572]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(2.686, 3.029]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.714, 4.057]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.02, 4.796]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.371, 3.714]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(4.796, 5.572]","(3.029, 3.371]","(0.992, 2.084]","(0.0976, 0.443]",Iris-setosa,False
"(6.348, 7.124]","(3.029, 3.371]","(4.253, 5.338]","(1.129, 1.471]",Iris-versicolor,False
"(6.348, 7.124]","(3.029, 3.371]","(4.253, 5.338]","(1.471, 1.814]",Iris-versicolor,False
"(6.348, 7.124]","(3.029, 3.371]","(4.253, 5.338]","(1.471, 1.814]",Iris-versicolor,False
