SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Druh,IsOutlier
"(4.814, 5.329]","(3.47, 3.935]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(2.541, 3.006]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.935, 4.4]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.47, 3.935]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(2.541, 3.006]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.935, 4.4]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.935, 4.4]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(5.329, 5.843]","(3.47, 3.935]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(2.541, 3.006]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.006, 3.47]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(2.076, 2.541]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(1.428, 2.846]","(0.513, 1.016]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(2.541, 3.006]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
"(4.814, 5.329]","(3.47, 3.935]","(1.428, 2.846]","(0.00648, 0.513]",Iris-setosa,False
"(4.296, 4.814]","(3.006, 3.47]","(7.54e-05, 1.428]","(0.00648, 0.513]",Iris-setosa,False
